CWPP Name (HIDE),CWPP Name (CLICK FOR PDF),Jurisdiction Level,County,State,Year Published,Update/Revision of Former CWPP,Prepared by Private Consultants,CWPP Boundary Area (Square Kilometers),Source of CWPP Boundary
Phillips,<a href='https://drive.google.com/file/d/1xLfBM2UmP9XTL0bqII2_NWf2vy4eAgzC/view?usp=drivesdk' target='_blank'>Phillips </a>,County,Phillips,MT,2005,0,1,13499.17,"US Census Bureau, 2018 Cartographic Boundary Files"
Plumas,<a href='https://drive.google.com/file/d/1gAO7eGIewWkCpso6mIuvJketf2XIcEjB/view?usp=drivesdk' target='_blank'>Plumas </a>,County,Plumas,CA,2005,0,0,6768.79,"US Census Bureau, 2018 Cartographic Boundary Files"
Powell,<a href='https://drive.google.com/file/d/1FdWr-J98bfhUYXdeb5odeF4tkMAICfpB/view?usp=drivesdk' target='_blank'>Powell </a>,County,Powell,MT,2005,0,1,6040.75,"US Census Bureau, 2018 Cartographic Boundary Files"
Prairie,<a href='https://drive.google.com/file/d/112SXDOzjQH9VBY6n32s_c_XIoKA-rT6D/view?usp=drivesdk' target='_blank'>Prairie </a>,County,Prairie,MT,2005,0,1,4512.55,"US Census Bureau, 2018 Cartographic Boundary Files"
Richland,<a href='https://drive.google.com/file/d/1tv9rOE00yskmPoLv1G0qcROR2BBSRwjy/view?usp=drivesdk' target='_blank'>Richland </a>,County,Richland,MT,2005,0,1,5449.49,"US Census Bureau, 2018 Cartographic Boundary Files"
Rocky Point,<a href='https://drive.google.com/file/d/19UgwXv4j7r3VVyb8PpKuWfw5YOoCct_c/view?usp=drivesdk' target='_blank'>Rocky Point </a>,Community,Klamath,OR,2005,0,0,476.61,Oregon Spatial Data Library
Sanders,<a href='https://drive.google.com/file/d/1x1OL13tbUQ4gG4yFu_rSBV3pDTLYVCeX/view?usp=drivesdk' target='_blank'>Sanders </a>,County,Sanders,MT,2005,0,0,7225.72,"US Census Bureau, 2018 Cartographic Boundary Files"
Santa Barbara,<a href='https://drive.google.com/file/d/1U4J9U8Nof7Wn8CuLIZ2-bKrmijh1m6vO/view?usp=drivesdk' target='_blank'>Santa Barbara </a>,County,Santa Barbara,CA,2005,0,0,48.32,"US Census Bureau, 2018 Cartographic Boundary Files"
Sierra,<a href='https://drive.google.com/file/d/1ZRseb0QgtPO_D52m8Br58WxBD2FBt-1u/view?usp=drivesdk' target='_blank'>Sierra </a>,County,Sierra,NM,2005,0,0,2491.99,"US Census Bureau, 2018 Cartographic Boundary Files"
Sonoma-Lake-Napa,<a href='https://drive.google.com/file/d/18-xp_rxQ9hjjtdRj17D8HtY1rFkCmPrM/view?usp=drivesdk' target='_blank'>Sonoma-Lake-Napa </a>,Fire Protection District,"Sonoma, Lake, Napa",CA,2005,0,0,17597.9,CWPP
Squilchuck Valley Area,<a href='https://drive.google.com/file/d/1g8nLbj-z9AIBZSbCqess94QyPikAX1n-/view?usp=drivesdk' target='_blank'>Squilchuck Valley Area </a>,Community,Chelan,WA,2005,0,0,82.6,CWPP
Storey,<a href='https://drive.google.com/file/d/1gL8PsgSoJ2J-GZLloO9rJMrnLu3WIII9/view?usp=drivesdk' target='_blank'>Storey </a>,County,Storey,NV,2005,0,1,683.73,"US Census Bureau, 2018 Cartographic Boundary Files"
Swauk Basin,<a href='https://drive.google.com/file/d/1hWnJn_I4FV6irNVaRO9HijtBL32qF6Wr/view?usp=drivesdk' target='_blank'>Swauk Basin </a>,Community,Kittitas,WA,2005,0,0,219.72,CWPP
Talmadge,<a href='https://drive.google.com/file/d/1lE3JjEDQwqmqxFY8Bxy3MbSH8mTufdwn/view?usp=drivesdk' target='_blank'>Talmadge </a>,Community,San Diego,CA,2005,0,0,8.45,CWPP
Tehama – Glenn,<a href='https://drive.google.com/file/d/1dycZ3IzVPTMThgNAUSOJkF0GiZ3bmKmH/view?usp=drivesdk' target='_blank'>Tehama – Glenn </a>,Fire Protection District,"Tehama, Glenn",CA,2005,0,0,10935.77,CWPP
Tehama West,<a href='https://drive.google.com/file/d/16PdyVZI_vwJfYq1fZWMDH6A4huHz7N7X/view?usp=drivesdk' target='_blank'>Tehama West </a>,Community,Tehama,CA,2005,0,0,2347.64,CWPP
Teton,<a href='https://drive.google.com/file/d/1v_vbgGg0dOIkR_tIFACZkEeOHhNNKawh/view?usp=drivesdk' target='_blank'>Teton </a>,County,Teton,MT,2005,0,1,1166.56,"US Census Bureau, 2018 Cartographic Boundary Files"
Teton,<a href='https://drive.google.com/file/d/155g1lUW_mPoik_X4aGcLkE-YL7ZgynhF/view?usp=drivesdk' target='_blank'>Teton </a>,County,Teton,WY,2005,0,0,1166.56,"US Census Bureau, 2018 Cartographic Boundary Files"
Tolt Triangle,<a href='https://drive.google.com/file/d/1y4fSmB33MeZgWSfrUYnaqlMWWthNT5Ov/view?usp=drivesdk' target='_blank'>Tolt Triangle </a>,Community,King,WA,2005,0,0,28.33,CWPP
Trinity,<a href='https://drive.google.com/file/d/1xtzVN03xA-xIHspKhgEPa5EfPjCtGmlH/view?usp=drivesdk' target='_blank'>Trinity </a>,County,Trinity,CA,2005,0,0,8307.68,"US Census Bureau, 2018 Cartographic Boundary Files"
Trout Lake,<a href='https://drive.google.com/file/d/1_hk9Yj2smImqZ-Edm4CbFfyoFzFo1c1N/view?usp=drivesdk' target='_blank'>Trout Lake </a>,Community,Klickitat,WA,2005,0,0,293.7,CWPP
Tusayan,<a href='https://drive.google.com/file/d/1iNtfo4no1YkVt2NH0-K90_J_aQ3wkb2p/view?usp=drivesdk' target='_blank'>Tusayan</a>,Community,Coconino,AZ,2005,0,0,223.7,CWPP
Umatilla,<a href='https://drive.google.com/file/d/1fe9K7O5vghVthIkRooJaWdOVmXNgesrZ/view?usp=drivesdk' target='_blank'>Umatilla </a>,County,Umatilla,OR,2005,0,0,8369.19,Oregon Spatial Data Library
Vista,<a href='https://drive.google.com/file/d/1D3EkrSyGLUGvpBRoPI-TSlwhpc_RpCi1/view?usp=drivesdk' target='_blank'>Vista </a>,Fire Protection District,San Diego,CA,2005,0,1,99.92,CWPP
Volcano,<a href='https://drive.google.com/file/d/1nrNbvNi4uB6DPjg3sA0nc9EEYJufyulr/view?usp=drivesdk' target='_blank'>Volcano </a>,Community,Amador,CA,2005,0,1,19.97,CWPP
Wasco,<a href='https://drive.google.com/file/d/1imTtR474pUvi25yhbdsYK2jmOL1w4i9A/view?usp=drivesdk' target='_blank'>Wasco </a>,County,Wasco,OR,2005,0,1,6203.95,Oregon Spatial Data Library
Washakie,<a href='https://drive.google.com/file/d/1WNxZC-TEm0vPyB83DcZepvxhWa36K95_/view?usp=drivesdk' target='_blank'>Washakie </a>,County,Washakie,WY,2005,0,1,5808.81,"US Census Bureau, 2018 Cartographic Boundary Files"
Washoe,<a href='https://drive.google.com/file/d/1dCULCPkaxuYr9yBEV5VCvuc8leNXdvu8/view?usp=drivesdk' target='_blank'>Washoe </a>,County,Washoe,NV,2005,0,1,16964.07,"US Census Bureau, 2018 Cartographic Boundary Files"
Weston,<a href='https://drive.google.com/file/d/1yqc4r2tds0qRl-gXS6SsDgoKqJ9yO9b2/view?usp=drivesdk' target='_blank'>Weston  </a>,County,Weston,WY,2005,0,0,6215.94,"US Census Bureau, 2018 Cartographic Boundary Files"
White Pine,<a href='https://drive.google.com/file/d/1XMxmU0uJDPdptwzIeAeQ7O3cL_PCk_-k/view?usp=drivesdk' target='_blank'>White Pine </a>,County,White Pine,NV,2005,0,1,23041.8,"US Census Bureau, 2018 Cartographic Boundary Files"
Wibaux,<a href='https://drive.google.com/file/d/1_mdx6EGb1FDwSunzWwUFz9qwHCbrljR5/view?usp=drivesdk' target='_blank'>Wibaux </a>,County,Wibaux,MT,2005,0,1,2305.73,"US Census Bureau, 2018 Cartographic Boundary Files"
Williams,<a href='https://drive.google.com/file/d/19S0_-Jh0UBCcJY_mVLP6HBsIHgwBbk84/view?usp=drivesdk' target='_blank'>Williams</a>,Community,Coconino,AZ,2005,0,0,1310.88,CWPP
Wrightwood,<a href='https://drive.google.com/file/d/1nKhQ-Tbuxe6cIpDknHkYtSM3aQZZzWxa/view?usp=drivesdk' target='_blank'>Wrightwood </a>,Community,San Bernardino,CA,2005,0,0,5.94,CWPP
Yavapai,<a href='https://drive.google.com/file/d/1arxGzoFhTiG6Ivk2j8EYudTI05fckIAc/view?usp=drivesdk' target='_blank'>Yavapai </a>,Community,Yavapai,AZ,2005,1,0,3918.58,CWPP
Adams,<a href='https://drive.google.com/file/d/1DiwIfRx6Di0kT7HiclOcbEgGE20XsFq_/view?usp=drivesdk' target='_blank'>Adams </a>,County,Adams,ID,2004,0,1,3546.64,"US Census Bureau, 2018 Cartographic Boundary Files"
Albany,<a href='https://drive.google.com/file/d/1_4URiQBjfYuafz9QQWmAxjsVJk97mk6q/view?usp=drivesdk' target='_blank'>Albany </a>,County,Albany,WY,2004,0,0,11157.22,"US Census Bureau, 2018 Cartographic Boundary Files"
Amador,<a href='https://drive.google.com/file/d/18dFF4NIg5YqnrA4gIyUAjqeBuUDWFO5H/view?usp=drivesdk' target='_blank'>Amador</a>,County,Amador,CA,2004,0,1,1569.4,"US Census Bureau, 2018 Cartographic Boundary Files"
Apache,<a href='https://drive.google.com/file/d/13YjSne1zV_yzvsXeya-TOK7vTo4tIHax/view?usp=drivesdk' target='_blank'>Apache </a>,County,Apache,AZ,2004,0,1,29055.63,"US Census Bureau, 2018 Cartographic Boundary Files"
Ashland,<a href='https://drive.google.com/file/d/1z3b7UOjqX16VVu_AthrYvQauKk0o2HWj/view?usp=drivesdk' target='_blank'>Ashland </a>,Community,Jackson,OR,2004,0,0,45.87,Oregon Spatial Data Library
Bearlake,<a href='https://drive.google.com/file/d/1OGxRq7ZtAnrJGmoS6PwFqfVNMTcrmcRs/view?usp=drivesdk' target='_blank'>Bearlake </a>,County,Bearlake,ID,2004,0,0,2719.06,"US Census Bureau, 2018 Cartographic Boundary Files"
Blaine,<a href='https://drive.google.com/file/d/16PtUg52cEhE-WraGgaBeNeAcP4gJ6ZN2/view?usp=drivesdk' target='_blank'>Blaine </a>,County,Blaine,ID,2004,0,1,6876.07,"US Census Bureau, 2018 Cartographic Boundary Files"
Blue Mountain Guest Ranch,<a href='https://drive.google.com/file/d/1XBF7ZpBBi_UGeRO8ghNaKUwvpc0qZps1/view?usp=drivesdk' target='_blank'>Blue Mountain Guest Ranch</a>,Community,San Juan,UT,2004,0,0,2.59,CWPP
Bonner,<a href='https://drive.google.com/file/d/1Y9fJShu7mrOSJra72Uk-_3NEalMvkcjl/view?usp=drivesdk' target='_blank'>Bonner</a>,County,Bonner,ID,2004,0,1,4967.49,"US Census Bureau, 2018 Cartographic Boundary Files"
Bonneville,<a href='https://drive.google.com/file/d/1h97MAd5vUZaDBBl5zzuGIr8VAGnc3sHj/view?usp=drivesdk' target='_blank'>Bonneville </a>,County,Bonneville,ID,2004,0,1,4921.94,"US Census Bureau, 2018 Cartographic Boundary Files"
Butte,<a href='https://drive.google.com/file/d/17cfp5pjGyn_hrbBiOl8TetFjMgsn2prJ/view?usp=drivesdk' target='_blank'>Butte </a>,County,Butte,ID,2004,0,1,5798,"US Census Bureau, 2018 Cartographic Boundary Files"
Butte Valley,<a href='https://drive.google.com/file/d/1VXfhVHQtU63sAUqa7TPN1nhSV5lG9018/view?usp=drivesdk' target='_blank'>Butte Valley </a>,Community,Butte,CA,2004,0,0,3106.56,CWPP
Camas,<a href='https://drive.google.com/file/d/1LXAAbMQoz3zTBN8HHvMkjd6UAnNMiwlE/view?usp=drivesdk' target='_blank'>Camas </a>,County,Camas,ID,2004,0,1,2794.12,"US Census Bureau, 2018 Cartographic Boundary Files"
Canyon Terrace,<a href='https://drive.google.com/file/d/1m8MEjRlkW824arYSZ2QF0lQ92t0qgiPi/view?usp=drivesdk' target='_blank'>Canyon Terrace</a>,Community,Davis,UT,2004,0,0,2.6,CWPP
Caribou,<a href='https://drive.google.com/file/d/1YvzOBpx5dZuvoI22_VzsCXCdf-2grx3M/view?usp=drivesdk' target='_blank'>Caribou</a>,County,Caribou,ID,2004,0,1,4657.88,"US Census Bureau, 2018 Cartographic Boundary Files"
Cassia,<a href='https://drive.google.com/file/d/1Ikv2PBIupsBGEjBlGDaYHucyEoCYcz5Z/view?usp=drivesdk' target='_blank'>Cassia </a>,County,Cassia,ID,2004,0,1,6683.86,"US Census Bureau, 2018 Cartographic Boundary Files"
Cecilville,<a href='https://drive.google.com/file/d/1ZzpblIm8d8rTcrvv5SpOo4eJ75vTofON/view?usp=drivesdk' target='_blank'>Cecilville </a>,Community,Siskiyou,CA,2004,0,0,10.53,CWPP
Churchill,<a href='https://drive.google.com/file/d/1qhR_fLN0zKNfDMADDOt9zsTBVVyrW17j/view?usp=drivesdk' target='_blank'>Churchill </a>,County,Churchill,NV,2004,0,1,13009.94,"US Census Bureau, 2018 Cartographic Boundary Files"
Conundrum,<a href='https://drive.google.com/file/d/1RFCWUviPOvyPV74wfZG65y7yqdsoBZvY/view?usp=drivesdk' target='_blank'>Conundrum </a>,Community,Pitkin,CO,2004,0,1,0.82,Colorado Forest Atlas
Cordillera,<a href='https://drive.google.com/file/d/1qzKKlDB7HV0cNCDNxyKT7W9xT5uRfHay/view?usp=drivesdk' target='_blank'>Cordillera </a>,Community,Eagle,CO,2004,0,1,25.25,Colorado Forest Atlas
Custer,<a href='https://drive.google.com/file/d/19LXF4fv3wu5J9s_jRTDBdQQY7CXSbHYS/view?usp=drivesdk' target='_blank'>Custer </a>,County,Custer,ID,2004,0,0,12790.6,"US Census Bureau, 2018 Cartographic Boundary Files"
El Dorado,<a href='https://drive.google.com/file/d/1sR6OSY-KuGqVS7ln0C4pJgOXpCak6GWf/view?usp=drivesdk' target='_blank'>El Dorado </a>,County,El Dorado,CA,2004,0,0,4626.62,"US Census Bureau, 2018 Cartographic Boundary Files"
Elmore,<a href='https://drive.google.com/file/d/1Lc-ZGy7fp7Nm7iZ9hf-SLx8RRFiTaalr/view?usp=drivesdk' target='_blank'>Elmore </a>,County,Elmore,ID,2004,0,1,8031.35,"US Census Bureau, 2018 Cartographic Boundary Files"
Fergus,<a href='https://drive.google.com/file/d/1DONuyjcwExJS_yFCeujkOc8vW1Sel-9V/view?usp=drivesdk' target='_blank'>Fergus </a>,County,Fergus,MT,2004,0,1,11267.21,"US Census Bureau, 2018 Cartographic Boundary Files"
Forks of Salmon,<a href='https://drive.google.com/file/d/14DbpNEdDfs4TDTHBbcf7iFHEE9iX4Pp1/view?usp=drivesdk' target='_blank'>Forks of Salmon </a>,Community,Siskiyou,CA,2004,0,0,12.13,CWPP
Franklin,<a href='https://drive.google.com/file/d/1xG8GmmsvIK927uoS8YZ_aIkBTORMY119/view?usp=drivesdk' target='_blank'>Franklin</a>,County,Franklin,ID,2004,0,1,1729.22,"US Census Bureau, 2018 Cartographic Boundary Files"
Fremont,<a href='https://drive.google.com/file/d/1js-v1lqhL5O2Q8ZtmfoIm7orPVTXaUL7/view?usp=drivesdk' target='_blank'>Fremont </a>,County,Fremont,ID,2004,0,1,4910.64,"US Census Bureau, 2018 Cartographic Boundary Files"
Gem,<a href='https://drive.google.com/file/d/1W0J9LxF9I6983bGKtUOWGUOwt2F_Z-X7/view?usp=drivesdk' target='_blank'>Gem </a>,County,Gem,ID,2004,0,1,1461.88,"US Census Bureau, 2018 Cartographic Boundary Files"
Gooding,<a href='https://drive.google.com/file/d/1a2stDs3K5rJzFhdH_4kNPiIpCC102cVV/view?usp=drivesdk' target='_blank'>Gooding </a>,County,Gooding,ID,2004,0,1,1901.24,"US Census Bureau, 2018 Cartographic Boundary Files"
Greater Ruidoso,<a href='https://drive.google.com/file/d/1zjn-DDNd7z9UA_jM8oNa-LJlCjE7DbW9/view?usp=drivesdk' target='_blank'>Greater Ruidoso </a>,Community,Lincoln,NM,2004,0,0,1011.05,CWPP
Jefferson,<a href='https://drive.google.com/file/d/1zCEBwICiROsp1d9_M-ZxM5-ULbunJoc7/view?usp=drivesdk' target='_blank'>Jefferson </a>,County,Jefferson,ID,2004,0,1,2863.95,"US Census Bureau, 2018 Cartographic Boundary Files"
Jerome,<a href='https://drive.google.com/file/d/1sNTCgGrdCtytlmvj3-NR6vPf8CgpVkBP/view?usp=drivesdk' target='_blank'>Jerome</a>,County,Jerome,ID,2004,0,1,1560.31,"US Census Bureau, 2018 Cartographic Boundary Files"
Joe's Valley,<a href='https://drive.google.com/file/d/1cfJAeU6S1iKzbdbOeUMdBsnxZP5hJnAe/view?usp=drivesdk' target='_blank'>Joe's Valley</a>,Community,Emery,UT,2004,0,0,6.97,CWPP
Johnson,<a href='https://drive.google.com/file/d/1O8EKdAM09nANewQlGoH2T6vvkhYpro1u/view?usp=drivesdk' target='_blank'>Johnson  </a>,County,Johnson,WY,2004,0,0,10811.86,"US Census Bureau, 2018 Cartographic Boundary Files"
Judith Basin,<a href='https://drive.google.com/file/d/1XgGLAV3HXYtdUBjuvxGHAfjHql3RgAZa/view?usp=drivesdk' target='_blank'>Judith Basin </a>,County,Judith Basin,MT,2004,0,1,4844.55,"US Census Bureau, 2018 Cartographic Boundary Files"
Kern,<a href='https://drive.google.com/file/d/18Dd2onD7XqX_LlZlC3B2hRAa8UouPo4x/view?usp=drivesdk' target='_blank'>Kern</a>,Community,Nevada,CA,2004,0,1,21.6,"US Census Bureau, 2016 TIGER Place"
Ketchum Rural,<a href='https://drive.google.com/file/d/1iq0bRxAsHhIV4cGDikCYeeCzrv4qK8lP/view?usp=drivesdk' target='_blank'>Ketchum Rural</a>,Fire Protection District,Blaine,ID,2004,0,1,26.24,CWPP
Lake Berryesa Estates,<a href='https://drive.google.com/file/d/1YSeNyX39U5Js7O3jpEp-G3AO2bhPJ5PT/view?usp=drivesdk' target='_blank'>Lake Berryesa Estates </a>,Community,Napa,CA,2004,0,0,5.63,CWPP
Lake Tahoe Basin (California Portion),<a href='https://drive.google.com/file/d/120gKzlSYFFPy9giz0wK8pu2yTt40cqaR/view?usp=drivesdk' target='_blank'>Lake Tahoe Basin (California Portion)</a>,Community,"Placer, El Dorado, Douglas, Washoe",CA,2004,0,1,1363.47,CWPP
Lewis,<a href='https://drive.google.com/file/d/1wvX9RLRRmncPhXiIf4MNgepiXcTfVVL4/view?usp=drivesdk' target='_blank'>Lewis</a>,County,Lewis,ID,2004,0,1,1242.64,"US Census Bureau, 2018 Cartographic Boundary Files"
Lincoln,<a href='https://drive.google.com/file/d/1schrtX0oguZu2vH5w7_NibharYAnyAXj/view?usp=drivesdk' target='_blank'>Lincoln</a>,County,Lincoln,ID,2004,0,1,3123.21,"US Census Bureau, 2018 Cartographic Boundary Files"
Lyon,<a href='https://drive.google.com/file/d/1-AYKfxvdL1sbXnGOJF8bG2KArnXZlXua/view?usp=drivesdk' target='_blank'>Lyon </a>,County,Lyon,NV,2004,0,1,5222.59,"US Census Bureau, 2018 Cartographic Boundary Files"
Madison,<a href='https://drive.google.com/file/d/1trRdc8GFsriXS_OS3l-m2gqrTJ5yDMnE/view?usp=drivesdk' target='_blank'>Madison</a>,County,Madison,ID,2004,0,1,1225.78,"US Census Bureau, 2018 Cartographic Boundary Files"
Mineral,<a href='https://drive.google.com/file/d/1UUq9ZXmLS-pwuKzWBNqiwDiEgjxLGcro/view?usp=drivesdk' target='_blank'>Mineral </a>,County,Mineral,NV,2004,0,1,3168.72,"US Census Bureau, 2018 Cartographic Boundary Files"
Minidoka,<a href='https://drive.google.com/file/d/1I3KIHqj_J5zgAXOYu5Gm-lxvuXcDOKay/view?usp=drivesdk' target='_blank'>Minidoka </a>,County,Minidoka,ID,2004,0,1,1974.59,"US Census Bureau, 2018 Cartographic Boundary Files"
Moffat,<a href='https://drive.google.com/file/d/1QNkx2zroSymUCnhMFZqNJQQDIRMe2pFb/view?usp=drivesdk' target='_blank'>Moffat </a>,County,Moffat,CO,2004,0,1,12304,Colorado Forest Atlas
Montezuma Canyon,<a href='https://drive.google.com/file/d/1TXD1tLLjS61XSOWYWpLCUCQrS3wIQsVI/view?usp=drivesdk' target='_blank'>Montezuma Canyon</a>,Community,San Juan,UT,2004,0,0,2.59,CWPP
Mt. Lemmon,<a href='https://drive.google.com/file/d/1eCD0lCnmbs84dtJwUvWHKmXOyr5n6LlN/view?usp=drivesdk' target='_blank'>Mt. Lemmon</a>,Community,Pima,AZ,2004,0,0,20.47,CWPP
Nevada,<a href='https://drive.google.com/file/d/1bcV1G4bVGs9I1xC4nkzUumx_pEuXoDKy/view?usp=drivesdk' target='_blank'>Nevada</a>,County,Nevada,CA,2004,0,1,2522.12,"US Census Bureau, 2018 Cartographic Boundary Files"
North Lake Tahoe,<a href='https://drive.google.com/file/d/1HtTrZ7y2Q2RtNlV5FYpNtGOSXy7xAzqY/view?usp=drivesdk' target='_blank'>North Lake Tahoe </a>,Fire Protection District,Washoe,NV,2004,0,1,38.68,CWPP
Oneida,<a href='https://drive.google.com/file/d/13FROIMzmUTUVh-amAEhAIWmRfZghmmRN/view?usp=drivesdk' target='_blank'>Oneida </a>,County,Oneida,ID,2004,0,1,3109.22,"US Census Bureau, 2018 Cartographic Boundary Files"
Pack Creek,<a href='https://drive.google.com/file/d/10n2nCGN-syJtHIOKDmkL9ygSmfiybtQD/view?usp=drivesdk' target='_blank'>Pack Creek</a>,Community,Grand,UT,2004,0,0,1.35,CWPP
Palominas,<a href='https://drive.google.com/file/d/1kpgl5AKBChqC3Kcvdri9eXgKktqEwtw4/view?usp=drivesdk' target='_blank'>Palominas</a>,Community,Cochise,AZ,2004,0,0,69.85,CWPP
Payette,<a href='https://drive.google.com/file/d/1YSlntuWEkBWj1RhmyWKlzvDuhaG4hexc/view?usp=drivesdk' target='_blank'>Payette</a>,County,Payette,ID,2004,0,1,1062.95,"US Census Bureau, 2018 Cartographic Boundary Files"
Pershing,<a href='https://drive.google.com/file/d/16N0dfzKtY4BICytdZOK1h-Qt_IX9ubdp/view?usp=drivesdk' target='_blank'>Pershing </a>,County,Pershing,NV,2004,0,1,15714.21,"US Census Bureau, 2018 Cartographic Boundary Files"
Petroleum,<a href='https://drive.google.com/file/d/1ldlL82XzaIyd0FL_BSo63ey5j34bzsEv/view?usp=drivesdk' target='_blank'>Petroleum </a>,County,Petroleum,MT,2004,0,1,4337.03,"US Census Bureau, 2018 Cartographic Boundary Files"
Power,<a href='https://drive.google.com/file/d/1UgzeEeqJktzSMhPJ5SU7NsXvfjLmJ6Vv/view?usp=drivesdk' target='_blank'>Power </a>,County,Power,ID,2004,0,1,3735.27,"US Census Bureau, 2018 Cartographic Boundary Files"
Rim Country,<a href='https://drive.google.com/file/d/1f45ZaOJyrep2EnNHzlzdpqF1IVLlqNkF/view?usp=drivesdk' target='_blank'>Rim Country</a>,Community,Gila,AZ,2004,0,0,973.65,CWPP
Rosebud,<a href='https://drive.google.com/file/d/1AuIxqB-3d3bgL8Z-JTrQV3n8rgHDmyXp/view?usp=drivesdk' target='_blank'>Rosebud </a>,County,Rosebud,MT,2004,0,1,13015.2,"US Census Bureau, 2018 Cartographic Boundary Files"
Scofield Mountain Home,<a href='https://drive.google.com/file/d/1k1JhQBEjuAGr3Zj3Dp_92noC6oKzG194/view?usp=drivesdk' target='_blank'>Scofield Mountain Home</a>,Community,Carbon,UT,2004,0,0,2.48,CWPP
Sheridan,<a href='https://drive.google.com/file/d/18HdG-FV-ivwdcYsmpKIfXnYkHgRZQWNl/view?usp=drivesdk' target='_blank'>Sheridan </a>,County,Sheridan,WY,2004,0,0,6557.1,"US Census Bureau, 2018 Cartographic Boundary Files"
Sitgreaves National Forest,<a href='https://drive.google.com/file/d/1mR8yU_An5C2GVFfdkHpZxPDUTDlaHLbX/view?usp=drivesdk' target='_blank'>Sitgreaves National Forest</a>,Community,"Apache, Coconino, Navajo",AZ,2004,0,1,1319.47,CWPP
South Platte,<a href='https://drive.google.com/file/d/173t_H5ZAox3Ox_S43qykGfJzR-8i6iFz/view?usp=drivesdk' target='_blank'>South Platte </a>,Community,"Douglas, Jefferson",CO,2004,0,1,171.84,Colorado Forest Atlas
Steamboat Pines,<a href='https://drive.google.com/file/d/1ie2T_2uammS8yb2Kx00AbBKfs2kbzXos/view?usp=drivesdk' target='_blank'>Steamboat Pines </a>,Community,Routt,CO,2004,0,0,1.46,Colorado Forest Atlas
Tahoe Douglas,<a href='https://drive.google.com/file/d/1WUMNUoZ8kfr56x7Dvw_YYXF79gvIUziA/view?usp=drivesdk' target='_blank'>Tahoe Douglas </a>,Fire Protection District,Douglas,NV,2004,0,1,169.42,CWPP
Teton,<a href='https://drive.google.com/file/d/1qe9cEWJgCkVbqjZeRMCJUpnMXsp_sYUl/view?usp=drivesdk' target='_blank'>Teton</a>,County,Teton,ID,2004,0,1,1166.56,"US Census Bureau, 2018 Cartographic Boundary Files"
Tuolumne,<a href='https://drive.google.com/file/d/1wSKbzfim3F1jHcjnSEMHgHx4z5WACRuF/view?usp=drivesdk' target='_blank'>Tuolumne</a>,County,Tuolumne,CA,2004,0,0,5890.81,"US Census Bureau, 2018 Cartographic Boundary Files"
Twin Falls,<a href='https://drive.google.com/file/d/1d7nUQVDrkZ2HEP738_kuwqPXNOamsZOC/view?usp=drivesdk' target='_blank'>Twin Falls </a>,County,Twin Falls,ID,2004,0,1,4993.9,"US Census Bureau, 2018 Cartographic Boundary Files"
Union Valley Area,<a href='https://drive.google.com/file/d/1krfZYTEN3W3yBdG2SZumdc2cDnhFsrVd/view?usp=drivesdk' target='_blank'>Union Valley Area </a>,Community,Chelan,WA,2004,0,0,167.39,CWPP
Upper Burgess Creek,<a href='https://drive.google.com/file/d/1B8CdcvHPHT_A8m1YZISQ9pGS12_Vol3Q/view?usp=drivesdk' target='_blank'>Upper Burgess Creek </a>,Community,Routt,CO,2004,0,0,0.42,CWPP
Upper Mattole,<a href='https://drive.google.com/file/d/1ffyCVbny4C0-IhRPJe5zCnOIvToPOjoG/view?usp=drivesdk' target='_blank'>Upper Mattole </a>,Community,Humboldt,CA,2004,0,1,274.59,CWPP
Valley,<a href='https://drive.google.com/file/d/18wLq0rAtrY2LoS2xIymXffLDZpKpNOGe/view?usp=drivesdk' target='_blank'>Valley</a>,County,Valley,ID,2004,0,1,9669.02,"US Census Bureau, 2018 Cartographic Boundary Files"
Washington,<a href='https://drive.google.com/file/d/1Vf0dv5ZxCQxaOEOkPpO-VwcrrT8H78Xa/view?usp=drivesdk' target='_blank'>Washington </a>,County,Washington,ID,2004,0,1,3815.93,"US Census Bureau, 2018 Cartographic Boundary Files"
